metadata_jobPostId,metadata_newPostingDate,title_display,primary_category,employmentTypes,seniority_group,salary_band,average_salary,applications_per_posting,views_per_posting,vacancy_demand
MCF-2024-0017337,2024-01-04,Logistic Officer [Up To $2800|5 Days|Pioneer] - Fa1,Logistics / Supply Chain,Permanent,Entry Level,<3000,2700.0,1,3,1
MCF-2024-0659776,2024-05-07,Food Service Assistant Sales Manager,F&B,Permanent,Manager,5000-7999,5500.0,1,11,2
MCF-2023-0846227,2023-11-07,"It Applications Manager (Php And.Net, Manufacturing Company) - Tk",Consulting,Permanent,Manager,8000+,8500.0,0,2,1
MCF-2023-0617749,2023-08-14,"Manager / Senior Manager, Environmental Technical Practitioner",Professional Services,Permanent,Manager,8000+,12000.0,1,15,1
MCF-2024-0585258,2024-04-22,"Regional Hr Generalist, Senior / Manufacturing Mnc",Human Resources,Permanent,Senior,5000-7999,5750.0,0,0,1
MCF-2023-1073358,2023-12-29,Research Fellow (Carbon Capture),Sciences / Laboratory / R&D,Contract,Entry Level,5000-7999,6000.0,0,1,1
MCF-2023-0776645,2023-10-11,1024 Ict Trainer ( Bartley/ School),Information Technology,Full Time,Junior,3000-4999,3150.0,0,0,1
MCF-2024-0208540,2024-02-09,Test Engineer,Information Technology,Contract,Junior,3000-4999,5000.0,0,1,3
MCF-2023-0641401,2023-08-22,Project Coordinator - Gm,General Management,Full Time,Junior,3000-4999,3850.0,0,3,3
MCF-2024-0411187,2024-03-20,Arts Manager,Admin / Secretarial,Full Time,Manager,<3000,2850.0,0,3,1
MCF-2023-0739861,2023-09-27,Hr Specialist (Training) Maritime Mnc,Human Resources,Permanent,Junior,3000-4999,3750.0,0,2,1
MCF-2023-0507600,2023-07-04,Ag59- Sales Executive (Interrior Design Company),Sales / Retail,Full Time,Junior,<3000,2650.0,0,2,2
MCF-2023-0615569,2023-08-12,Qc Inspector / Oil & Gas Manufacturing Mnc / West,Manufacturing,Permanent,Junior,<3000,2750.0,0,0,1
MCF-2023-0982267,2023-12-07,Marketing Strategist / Content Creator Internship,Advertising / Media,Internship/Attachment,Entry Level,<3000,1000.0,0,0,2
MCF-2023-0517561,2023-07-07,9866 - Key Account Manager ( Brand-Led Integrated Agency ),Marketing / Public Relations,Full Time,Manager,3000-4999,4100.0,0,0,1
MCF-2023-0599905,2023-08-06,"Business Support Officer, Operations (Id: 586039)",Accounting / Auditing / Taxation,Permanent,Junior,<3000,2800.0,0,3,1
MCF-2023-0463267,2023-07-17,Executive/ Sr. Executive -Customer Relations,Education and Training,Full Time,Junior,<3000,2500.0,8,88,1
MCF-2023-0557249,2023-07-21,Mis Lead,Information Technology,Permanent,Senior,8000+,8500.0,0,0,1
MCF-2024-0731884,2024-05-20,"Deal Advisory, Transaction Services, Financial Due Diligence (Fdd), Assistant Manager",Consulting,Full Time,Mid Level,8000+,9000.0,1,19,1
MCF-2023-0935056,2023-11-28,Hr Specialist - Talent Acquisition And Training,Accounting / Auditing / Taxation,Permanent,Senior,3000-4999,3900.0,0,1,1
MCF-2024-0744338,2024-05-22,Learning And Development Executive (Entry Level) (C),Banking and Finance,Permanent,Entry Level,3000-4999,3500.0,1,31,1
MCF-2023-0801688,2023-10-20,Software Engineer,Information Technology,Contract,Mid Level,3000-4999,4400.0,1,8,2
MCF-2024-0664907,2024-05-08,Mathematics Teacher,Education and Training,Contract,Junior,3000-4999,4750.0,1,5,1
MCF-2023-0515158,2023-07-06,"Executive, Sales - Global Key Account Management (Shipping / Maritime)",Logistics / Supply Chain,Permanent,Junior,3000-4999,3250.0,0,1,1
MCF-2023-0959240,2023-12-02,Operation Assistant,General Work,Full Time,Junior,<3000,2450.0,0,0,2
MCF-2024-0688290,2024-05-11,Assistant Cook,F&B,Full Time,Mid Level,3000-4999,4600.0,0,8,8
MCF-2023-0383540,2023-05-18,Senior Human Resource Executive,F&B,Full Time,Senior,3000-4999,3600.0,13,101,1
MCF-2023-0676380,2023-09-05,"Executive/Snr Executive, Human Capital",Human Resources,Permanent,Senior,3000-4999,4250.0,0,4,1
MCF-2023-0777634,2023-10-12,Admin Assistant #65195,Admin / Secretarial,Permanent,Entry Level,<3000,2000.0,0,8,3
MCF-2023-0758840,2023-10-05,Senior Security Officer,Hospitality,Full Time,Entry Level,<3000,2100.0,0,8,3
MCF-2023-0591615,2023-08-03,Class 4 Lorry Driver #65110,Logistics / Supply Chain,Permanent,Entry Level,<3000,2400.0,0,3,3
MCF-2023-0352715,2023-05-08,Senior Project Engineer (Pda),Engineering,Full Time,Senior,5000-7999,5750.0,1,31,1
MCF-2024-0325937,2024-03-05,Accounts Assistant,Accounting / Auditing / Taxation,Full Time,Entry Level,<3000,2200.0,0,22,1
MCF-2023-1002619,2023-12-12,Specialist – Sales Operations (Base Metals),Customer Service,Permanent,Senior,5000-7999,6500.0,1,3,1
MCF-2023-1064391,2023-12-27,Product Manager,Banking and Finance,Permanent,Manager,5000-7999,7500.0,0,5,1
MCF-2024-0144089,2024-01-28,Temp Finance Officer (Fixed Assets) Ii Jurong East Ii Up To $13.50/Hr,Accounting / Auditing / Taxation,Contract,Junior,<3000,2250.0,0,0,1
MCF-2023-0324658,2023-05-31,"Senior/Executive Officer, Partnerships",Admin / Secretarial,Contract,Senior,3000-4999,4000.0,34,296,2
MCF-2023-1013031,2023-12-14,Senior Project/Site Engineer,Building and Construction,Permanent,Senior,5000-7999,5750.0,0,0,3
MCF-2024-0552360,2024-04-16,"Manager, Medical Affairs(6294)",Healthcare / Pharmaceutical,Permanent,Manager,5000-7999,6000.0,1,7,1
MCF-2024-0130206,2024-01-25,Manager Field,Customer Service,Full Time,Mid Level,5000-7999,5500.0,0,2,1
MCF-2023-0353339,2023-06-08,Modern Trade Commercial Manager,F&B,Permanent,Senior,3000-4999,3850.0,0,62,1
MCF-2023-0709220,2023-09-15,"It System Engineer (Server, Network)/ System Administrator",Information Technology,Permanent,Mid Level,3000-4999,5000.0,1,5,1
MCF-2023-0814483,2023-10-25,Spa Therapist,Personal Care / Beauty,Full Time,Junior,3000-4999,3800.0,0,1,6
MCF-2024-0061319,2024-01-11,Credit Solutions Manager (Retail) / Credit Analysis,Accounting / Auditing / Taxation,Permanent,Manager,3000-4999,4500.0,0,0,1
MCF-2023-0880612,2023-11-16,Senior Hr Executive (Talent Acquisition & Training),Accounting / Auditing / Taxation,Permanent,Senior,3000-4999,4400.0,0,0,1
MCF-2023-0439874,2023-06-08,End User Support Executive / Desktop Support Engineer,Engineering,Permanent,Junior,3000-4999,3250.0,7,41,1
MCF-2024-0432306,2024-03-24,Entry Level Marketing Coordinator (Fmcg Mnc) | Up To $3K | 1 Year,Admin / Secretarial,Contract,Junior,<3000,2500.0,0,11,1
MCF-2023-0443484,2023-06-09,Design Engineer,Building and Construction,Full Time,Mid Level,3000-4999,4250.0,0,25,1
MCF-2023-0513691,2023-07-06,Driver,General Work,Permanent,Mid Level,3000-4999,4000.0,0,4,3
MCF-2024-0334712,2024-03-06,Lead Hsse Coordinator,Engineering,Contract,Mid Level,8000+,10200.0,0,2,1
MCF-2023-0504364,2023-07-03,"Associate Director, Medium Enterprise Clients, Bb",Banking and Finance,Permanent,Manager,8000+,9050.0,0,2,1
MCF-2023-0753580,2023-10-03,Litigation Secretary,Admin / Secretarial,Full Time,Entry Level,<3000,2250.0,1,30,1
MCF-2024-0441226,2024-03-26,Naval Architect (Full Electric Propulsion),Engineering,Full Time,Junior,5000-7999,5500.0,0,1,2
MCF-2023-1027817,2023-12-18,Senior Electrical And Electronics Engineer,Engineering,Full Time,Mid Level,8000+,11000.0,1,14,2
MCF-2024-0226818,2024-02-15,Hr Executive (Talent Acquisition & Training),Accounting / Auditing / Taxation,Permanent,Entry Level,3000-4999,3400.0,0,0,100
MCF-2023-0956113,2023-12-01,(Jp) Accounting Executive - 6 Months Maternity Cover,Accounting / Auditing / Taxation,Permanent,Entry Level,<3000,2150.0,0,2,1
MCF-2024-0145301,2024-01-29,Technician Officer (Facilities),Engineering,Permanent,Junior,3000-4999,3100.0,1,14,1
MCF-2023-0593261,2023-08-03,D365 F&O Consultant,Consulting,Permanent,Junior,8000+,8500.0,0,1,2
MCF-2024-0198900,2024-02-07,Sales Administrator,Admin / Secretarial,Permanent,Entry Level,<3000,2950.0,1,22,1
MCF-2024-0164940,2024-02-01,Senior Payroll Executive,Human Resources,Full Time,Senior,3000-4999,4250.0,0,0,1
MCF-2023-0549174,2023-07-19,Despatch Rider,Logistics / Supply Chain,Full Time,Junior,<3000,2500.0,1,7,5
MCF-2024-0511456,2024-04-08,Accounts And Admin Executive,Accounting / Auditing / Taxation,Permanent,Junior,3000-4999,3150.0,0,8,2
MCF-2023-0576105,2023-07-28,Accounts Assistant,Accounting / Auditing / Taxation,Permanent,Junior,<3000,2350.0,0,7,1
MCF-2024-0495161,2024-04-05,Lead Infant Care Educarer,Education and Training,Full Time,Mid Level,3000-4999,3150.0,0,9,1
MCF-2024-0407033,2024-03-19,International School Administrator,Admin / Secretarial,Full Time,Entry Level,<3000,2000.0,0,4,1
MCF-2024-0128448,2024-01-25,Technical Assistant (Heavy Machinery) #66070,Repair and Maintenance,Permanent,Junior,3000-4999,3300.0,0,3,3
MCF-2023-0450408,2023-06-12,Treasury Executive,Accounting / Auditing / Taxation,Permanent,Entry Level,3000-4999,3850.0,3,35,1
MCF-2023-0485918,2023-06-26,Operations Executive,Building and Construction,Permanent,Junior,5000-7999,6250.0,24,169,1
MCF-2024-0261211,2024-02-22,Admin Assistant (Insurance Industry) - Good Learning Opportunity #Jys,Admin / Secretarial,Contract,Entry Level,<3000,2600.0,1,16,1
MCF-2024-0252113,2024-02-20,Cto Office Intern (Pt/Ft),Admin / Secretarial,Internship/Attachment,Entry Level,<3000,1000.0,0,8,1
MCF-2024-0677939,2024-05-09,Desktop Support Engineer,Information Technology,Full Time,Junior,<3000,3000.0,0,2,5
MCF-2023-0437857,2023-06-07,Cloud Data Protection Lead,Information Technology,Contract,Mid Level,8000+,11875.0,4,32,3
MCF-2024-0321594,2024-03-04,Business Development Manager,F&B,Full Time,Manager,5000-7999,6750.0,1,16,2
MCF-2023-0613365,2023-08-11,Property Officer,Real Estate / Property Management,Contract,Junior,3000-4999,3050.0,0,7,15
MCF-2023-0453240,2023-08-21,"Customer Support Engineer (West/ Manufacturing, Aerospace)",Engineering,Permanent,Entry Level,<3000,2650.0,1,38,3
MCF-2023-0421874,2023-06-01,"Analyst/Consultant, Microsoft (Sharepoint)",Information Technology,Contract,Junior,5000-7999,6000.0,5,92,5
MCF-2023-0685108,2023-09-07,Mechanical Design Engineer [Sheet Metal Design/ 5 Days/ Tai Seng] (Jq),Engineering,Permanent,Junior,3000-4999,3600.0,0,0,1
MCF-2023-0612372,2023-08-11,Senior Product Manager/Product Manager (Hybrid Work),Building and Construction,Full Time,Manager,5000-7999,8000.0,0,1,1
MCF-2023-0763926,2023-10-06,Warehouse Cum Delivery Assistance,Logistics / Supply Chain,Full Time,Junior,<3000,2300.0,0,2,1
MCF-2024-0186342,2024-02-06,Sharepoint Adminstrator,Information Technology,Contract,Junior,3000-4999,4000.0,1,17,1
MCF-2024-0192683,2024-02-07,Electrical Maintenance Technician (Manufacturing / Automation / Pharmaceutical),Engineering,Permanent,Entry Level,<3000,3000.0,0,6,3
MCF-2023-0733106,2023-09-25,"Senior Associate, Corporate Secretarial",Accounting / Auditing / Taxation,Permanent,Junior,3000-4999,4000.0,0,2,1
MCF-2023-0373327,2023-06-18,Full Time Barista,F&B,Full Time,Entry Level,<3000,2150.0,5,134,10
MCF-2023-0430235,2023-06-05,Head Chef ($7800-$9800),F&B,Permanent,Junior,8000+,8800.0,1,26,1
MCF-2024-0480417,2024-04-03,Account Executive,Accounting / Auditing / Taxation,Permanent,Junior,3000-4999,3150.0,0,10,2
MCF-2024-0504188,2024-04-06,Beautician,Personal Care / Beauty,Permanent,Mid Level,3000-4999,4000.0,0,4,3
MCF-2024-0741188,2024-05-21,Stem Coach,Education and Training,Permanent,Junior,5000-7999,6250.0,0,40,1
MCF-2023-0496090,2023-06-29,Indoor Sales Executive #62244,Sales / Retail,Permanent,Entry Level,<3000,2750.0,0,29,3
MCF-2023-0657458,2023-08-28,"Accounts Assistant - Ar (Mnc / 5 Days / Up To $3,000 + Aws + Performance Bonus / Jurong West / Island Wide Company Transport Provided)",Accounting / Auditing / Taxation,Permanent,Junior,<3000,2750.0,0,1,1
MCF-2023-0753737,2023-10-03,Admin Assistant (Insurance Agency),Admin / Secretarial,Full Time,Junior,<3000,3000.0,7,39,1
MCF-2023-0730163,2023-09-25,Technician/Lead Technician (Engine/Module Disassembly Or Assembly),Others,Permanent,Junior,<3000,2500.0,0,0,10
MCF-2023-0841283,2023-11-06,Site Supervisor,Building and Construction,Full Time,Senior,3000-4999,4900.0,0,0,1
MCF-2024-0155915,2024-01-30,Premier Wealth Manager (Onshore),Banking and Finance,Permanent,Junior,3000-4999,5000.0,0,3,10
MCF-2024-0511482,2024-04-08,Air Freight Export Coordinator | Export Specialist | Changi | 0707,Logistics / Supply Chain,Permanent,Junior,3000-4999,3250.0,0,6,1
MCF-2024-0120985,2024-01-23,"Quality Engineer (Woodlands, Up $4500)",Engineering,Permanent,Entry Level,3000-4999,3750.0,1,12,1
MCF-2023-1044701,2023-12-21,Support Analyst,Information Technology,Full Time,Junior,5000-7999,5500.0,0,2,2
MCF-2023-0232838,2023-06-22,Customer Service Specialist,Customer Service,Full Time,Junior,<3000,2600.0,27,391,4
MCF-2023-0246486,2023-03-29,Staff Technical Support Analyst,Information Technology,Permanent,Junior,5000-7999,7000.0,12,105,1
MCF-2023-0723379,2023-09-21,Head Coach - Beach Volleyball (Men And Women Team),Others,Full Time,Junior,3000-4999,4750.0,0,0,1
MCF-2023-0569175,2023-07-26,Sap Basis Consultant,Consulting,Permanent,Senior,8000+,11250.0,1,5,5
MCF-2023-0601436,2023-08-07,Marketing Manager,Marketing / Public Relations,Full Time,Senior,5000-7999,8000.0,0,1,2
MCF-2024-0364875,2024-03-12,Preschool Centre Manager [ Sembawang / Zr328 ],Education and Training,Permanent,Manager,3000-4999,5000.0,0,1,1
MCF-2024-0726689,2024-05-18,Centre Admin,Admin / Secretarial,Full Time,Entry Level,<3000,1800.0,0,13,1
MCF-2024-0470548,2024-04-01,Lorry Driver,Environment / Health,Full Time,Senior,3000-4999,3600.0,0,2,1
MCF-2023-0998405,2023-12-11,Senior Telecom Engineer,Engineering,Permanent,Senior,5000-7999,6500.0,1,9,2
MCF-2023-0575549,2023-07-28,Sales And Business Development Manager,Sales / Retail,Full Time,Manager,3000-4999,5000.0,0,2,1
MCF-2024-0188368,2024-02-06,Safety Coordinator,Building and Construction,Full Time,Junior,<3000,2750.0,1,20,2
MCF-2024-0487474,2024-04-04,Customer Service Executive (5 Days/Freight Forwarding/East) #66168,Customer Service,Permanent,Junior,<3000,2750.0,0,3,3
MCF-2024-0575228,2024-04-19,"Bd / Inside Sales Specialist (Freight Forwarding) - East, Global Mnc",Logistics / Supply Chain,Full Time,Senior,3000-4999,5000.0,0,0,1
MCF-2024-0639449,2024-05-03,"It Manager (Enterprise System, Netsuite, Up To $7,000)",Information Technology,Full Time,Manager,5000-7999,6000.0,0,5,1
MCF-2023-0274219,2023-04-08,Assistant Manager / Restaurant (Urgent Role),Others,Permanent,Manager,<3000,3000.0,2,53,1
MCF-2024-0554993,2024-04-16,"Production Operator (Manufacturing, Shift, North)",F&B,Permanent,Entry Level,<3000,1700.0,0,7,1
MCF-2023-0364253,2023-05-11,Marketing Director,General Management,Full Time,Manager,8000+,12000.0,84,412,1
MCF-2024-0244652,2024-02-19,Crewing Manager (Dredging/Coastal Engineering Projects),Others,Full Time,Manager,5000-7999,6000.0,0,0,1
MCF-2023-0251972,2023-03-30,Business Analyst/Change Manager (Convertible Contract),Banking and Finance,Contract,Junior,8000+,11000.0,11,135,3
MCF-2024-0224227,2024-02-15,Supervisor,Sales / Retail,Full Time,Junior,3000-4999,3500.0,0,1,5
MCF-2023-0802274,2023-10-20,E&I Engineer/ Water Treatment Mnc (Offshore) / 1 Year Contract,Engineering,Permanent,Senior,5000-7999,5500.0,0,3,1
MCF-2024-0298519,2024-02-29,"Admin Executive (Training Provided | Only Administrative Duties |Wfh Hybrid Work) - Up To $3,500",Admin / Secretarial,Permanent,Junior,<3000,3000.0,1,12,1
MCF-2023-0822088,2023-10-28,Teacher And Curriculum Specialist,Education and Training,Part Time,Junior,3000-4999,4650.0,0,6,10
MCF-2024-0693041,2024-05-13,"Senior Technical Project Manager (Contract Till 30 Jun 2025), Cclaw",Others,Contract,Manager,5000-7999,6000.0,1,4,1
MCF-2024-0621866,2024-04-29,Sales Engineer (Audio Visual),Engineering,Permanent,Junior,3000-4999,4500.0,0,4,1
MCF-2023-0792118,2023-10-17,Sap Support (Hcm),Consulting,Contract,Mid Level,5000-7999,5100.0,0,2,1
MCF-2023-0248694,2023-03-29,"Hr Recruitment Consultant (Entry Level, Training Provided)",Admin / Secretarial,Permanent,Entry Level,3000-4999,3750.0,0,4,1
MCF-2023-0635137,2023-08-18,Accounts Executive (Outsourcing) / West,Accounting / Auditing / Taxation,Permanent,Senior,3000-4999,5000.0,0,0,1
MCF-2023-0539509,2023-07-15,8890- Hr Manager [ Full Spectrum/ Up To $7K ],Human Resources,Permanent,Manager,5000-7999,6000.0,0,0,1
MCF-2024-0567119,2024-04-18,Data Analytics Audit Specialist,Accounting / Auditing / Taxation,Contract,Mid Level,5000-7999,5900.0,1,10,1
MCF-2023-0720490,2023-09-20,Research Fellow (Molecular Biology/Biochemistry),Sciences / Laboratory / R&D,Contract,Entry Level,5000-7999,6000.0,0,1,1
MCF-2023-0606908,2023-08-08,Sales Administrator (Erp) Precision Mnc,Admin / Secretarial,Permanent,Junior,<3000,2100.0,0,0,1
MCF-2023-0632267,2023-08-18,Workshop Manager #65203,General Management,Permanent,Manager,5000-7999,6000.0,0,2,3
MCF-2023-0479156,2023-06-22,Adobe Developer,Information Technology,Full Time,Manager,8000+,9500.0,0,13,1
MCF-2024-0468164,2024-04-01,Planning Senior Manager (Stores),Logistics / Supply Chain,Full Time,Manager,8000+,15250.0,1,39,1
MCF-2023-0758896,2023-10-05,Finance Manager / Assistant Manager,Accounting / Auditing / Taxation,Permanent,Manager,5000-7999,6500.0,7,90,1
MCF-2024-0472049,2024-04-02,"Senior/Executive, Quality Assurance (Risk Management)",Risk Management,Contract,Entry Level,3000-4999,4000.0,0,5,1
MCF-2024-0128216,2024-01-25,Trade & Compliance Executive #65644,Logistics / Supply Chain,Permanent,Entry Level,<3000,2750.0,1,5,3
MCF-2023-0437348,2023-06-07,Marketing Executive,Marketing / Public Relations,Full Time,Junior,3000-4999,3450.0,9,62,1
MCF-2024-0418711,2024-03-21,Admin And Hr Assistant,Logistics / Supply Chain,Permanent,Junior,<3000,2600.0,1,24,1
MCF-2023-0491382,2023-06-27,Inside Sales Executive,Information Technology,Full Time,Entry Level,<3000,2500.0,0,12,1
MCF-2023-0674486,2023-09-04,"Project Engineer (Mechanical), $4,000",Engineering,Permanent,Junior,3000-4999,3500.0,1,7,1
MCF-2024-0628455,2024-04-30,"Hr Executive (East, $3500 With Driving License)",Human Resources,Permanent,Entry Level,<3000,3000.0,0,4,1
MCF-2024-0536510,2024-04-13,Aerospace Trainee【 Full Training Program】22104523,Engineering,Permanent,Entry Level,<3000,2400.0,0,1,15
MCF-2024-0655921,2024-05-06,"Medical Social Worker (Hospital, Healthcare) #Hvw",Social Services,Permanent,Entry Level,3000-4999,3850.0,0,0,3
MCF-2023-0911391,2023-11-22,Hr Graduate Program (Consultancy - Business Development) #Hdt,Human Resources,Contract,Junior,<3000,3000.0,0,0,3
MCF-2023-0732945,2023-09-25,Onsite Engineer (Rotating Equipment),Engineering,Permanent,Junior,5000-7999,5500.0,0,2,1
MCF-2023-0610945,2023-08-10,Cmi/Data - Dct Qa Intermediate 2624,Banking and Finance,Contract,Mid Level,5000-7999,7500.0,0,1,6
MCF-2023-0792172,2023-10-17,Electronics Service Technician / Engineer (Marine Sector) - Jc,Consulting,Permanent,Junior,<3000,3000.0,0,1,1
MCF-2023-0995929,2023-12-11,Quality & Compliance Senior Executive | Changi,Consulting,Permanent,Junior,3000-4999,3900.0,0,0,1
MCF-2024-0699853,2024-05-14,"Programme Executive, Dharma Education",Admin / Secretarial,Permanent,Junior,<3000,2850.0,1,6,3
MCF-2024-0758223,2024-05-24,Hair And Scalp Consultant,Consulting,Full Time,Manager,3000-4999,4100.0,0,0,2
MCF-2023-0528313,2023-07-12,Accounts Assistant,Accounting / Auditing / Taxation,Permanent,Junior,<3000,2750.0,1,11,1
MCF-2024-0297933,2024-02-29,Quantity Surveyor,Building and Construction,Full Time,Junior,3000-4999,3150.0,0,20,1
MCF-2023-0993194,2023-12-10,Restaurant Supervisor,F&B,Full Time,Junior,3000-4999,4000.0,0,10,2
MCF-2024-0287703,2024-02-27,Storeman,Building and Construction,Permanent,Mid Level,<3000,2100.0,0,3,1
MCF-2024-0330427,2024-03-06,Trainee - 12 Months' Contract - Internal Audit,Banking and Finance,Contract,Entry Level,3000-4999,4334.0,1,22,1
MCF-2024-0428073,2024-03-22,Line Check Inspector,Building and Construction,Contract,Mid Level,3000-4999,5000.0,0,3,2
MCF-2023-0762923,2023-10-06,Assistant Manager,F&B,Full Time,Junior,3000-4999,4150.0,0,0,2
